,date,home_team,away_team,home_team_continent,away_team_continent,home_team_fifa_rank,away_team_fifa_rank,home_team_total_fifa_points,away_team_total_fifa_points,home_team_score,away_team_score,tournament,city,country,neutral_location,shoot_out,home_team_result,home_team_goalkeeper_score,away_team_goalkeeper_score,home_team_mean_defense_score,home_team_mean_offense_score,home_team_mean_midfield_score,away_team_mean_defense_score,away_team_mean_offense_score,away_team_mean_midfield_score,year,home_win,home_draw,home_lose,home_Total_OVA,home_ATT_OVA,home_MID_OVA,home_DEF_OVA,away_Total_OVA,away_ATT_OVA,away_MID_OVA,away_DEF_OVA
825,2007-11-18,Syria,Indonesia,Asia,Asia,126,125,6.271119463,9.348545347,7,0,FIFA World Cup qualification,Damascus,Syria,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,64.09952607,64.09952607,64.09952607,64.09952607,64.26540284,64.26540284,64.26540284,64.26540284
826,2007-11-18,Tajikistan,Singapore,Asia,Asia,152,140,6.500709167,4.397202477,1,1,FIFA World Cup qualification,Dushanbe,Tajikistan,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,59.78672986,59.78672986,59.78672986,59.78672986,61.77725118,61.77725118,61.77725118,61.77725118
827,2007-11-18,Thailand,Yemen,Asia,Asia,114,136,2.915114198,8.358633162,1,0,FIFA World Cup qualification,Bangkok,Thailand,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,66.09004739,66.09004739,66.09004739,66.09004739,62.44075829,62.44075829,62.44075829,62.44075829
828,2007-11-18,Turkmenistan,Hong Kong,Asia,Asia,158,135,7.058820515,6.138985609,3,0,FIFA World Cup qualification,Ashgabat,Turkmenistan,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,58.79146919,58.79146919,58.79146919,58.79146919,62.60663507,62.60663507,62.60663507,62.60663507
829,2007-11-18,Uruguay,Chile,South America,South America,17,45,21.64707277,12.50046155,2,2,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,No,Draw,75,69,77,84,74.8,72.8,78.7,80.5,2007,FALSE,TRUE,FALSE,77,78,72,73,77.53554502,77.53554502,77.53554502,77.53554502
830,2007-11-20,Algeria,Mali,Africa,Africa,89,40,11.33653163,7.405893292,3,2,Friendly,Rouen,France,TRUE,No,Win,,,71.5,68.3,70.8,73.8,74.7,79,2007,TRUE,FALSE,FALSE,70.23696682,70.23696682,70.23696682,70.23696682,78.36492891,78.36492891,78.36492891,78.36492891
831,2007-11-20,Angola,Guinea,Africa,Africa,73,31,6.646097664,8.414156235,0,3,Friendly,Melun,France,TRUE,No,Lose,,,,71.3,,70.5,76.7,66.8,2007,FALSE,FALSE,TRUE,72.89099526,72.89099526,72.89099526,72.89099526,79.85781991,79.85781991,79.85781991,79.85781991
832,2007-11-20,Colombia,Argentina,South America,South America,25,1,18.33436914,14.67287914,2,1,FIFA World Cup qualification,Bogot찼,Colombia,FALSE,No,Win,78,83,81,79.3,75.8,85,86.3,85.2,2007,TRUE,FALSE,FALSE,80.85308057,80.85308057,80.85308057,80.85308057,83,83,79,80
833,2007-11-20,South Africa,Canada,Africa,North America,83,51,5.894297428,8.292614522,2,0,Friendly,Durban,South Africa,FALSE,No,Win,73,72,71.8,78.3,74.2,71,69.7,75,2007,TRUE,FALSE,FALSE,71.23222749,71.23222749,71.23222749,71.23222749,76.54028436,76.54028436,76.54028436,76.54028436
834,2007-11-20,Switzerland,Nigeria,Europe,Africa,41,19,15.29951851,6.964052475,0,1,Friendly,Z체rich,Switzerland,FALSE,No,Lose,72,78,77,79.3,79,77.5,82,79.2,2007,FALSE,FALSE,TRUE,76,76,74,77,78,79,68,77
835,2007-11-20,Venezuela,Bolivia,South America,South America,56,107,15.07315635,15.27765469,5,3,FIFA World Cup qualification,San Crist처bal,Venezuela,FALSE,No,Win,61,,,73.3,,,75,,2007,TRUE,FALSE,FALSE,75.71090047,75.71090047,75.71090047,75.71090047,67.25118483,67.25118483,67.25118483,67.25118483
836,2007-11-21,Andorra,Russia,Europe,Europe,173,16,0.385982891,15.09061311,0,1,UEFA Euro qualification,Sant Juli횪 de L챵ria,Andorra,FALSE,No,Lose,,85,,,,78.2,81.7,77.5,2007,FALSE,FALSE,TRUE,56.30331754,56.30331754,56.30331754,56.30331754,78,79,76,77
837,2007-11-21,Armenia,Kazakhstan,Europe,Europe,82,122,10.66782158,12.48832157,0,1,UEFA Euro qualification,Yerevan,Armenia,FALSE,No,Lose,47,,,,,,,,2007,FALSE,FALSE,TRUE,71.39810427,71.39810427,71.39810427,71.39810427,64.76303318,64.76303318,64.76303318,64.76303318
838,2007-11-21,Austria,Tunisia,Europe,Africa,88,43,9.114144189,7.873085296,0,0,Friendly,Vienna,Austria,FALSE,No,Draw,74,,75.5,75.3,71.2,72.8,70.7,70.2,2007,FALSE,TRUE,FALSE,73,70,67,72,69,67,65,71
839,2007-11-21,Azerbaijan,Belgium,Europe,Europe,116,54,5.993669626,13.91566854,0,1,UEFA Euro qualification,Baku,Azerbaijan,FALSE,No,Lose,,71,,,,78.2,77.7,75,2007,FALSE,FALSE,TRUE,65.75829384,65.75829384,65.75829384,65.75829384,75,74,72,75
840,2007-11-21,Belarus,Netherlands,Europe,Europe,94,7,10.00568385,12.76893845,2,1,UEFA Euro qualification,Minsk,Belarus,FALSE,No,Win,,87,,,,80.8,88,82.8,2007,TRUE,FALSE,FALSE,69.40758294,69.40758294,69.40758294,69.40758294,83.83886256,83.83886256,83.83886256,83.83886256
841,2007-11-21,Brazil,Uruguay,South America,South America,2,17,12.34913059,11.86959178,2,1,FIFA World Cup qualification,S찾o Paulo,Brazil,FALSE,No,Win,84,75,87.8,85.7,89.5,77,84,74.8,2007,TRUE,FALSE,FALSE,85,84,84,85,77,78,72,73
842,2007-11-21,Chile,Paraguay,South America,South America,45,26,15.58874608,11.12142641,0,3,FIFA World Cup qualification,Santiago,Chile,FALSE,No,Lose,69,75,72.8,78.7,80.5,77.5,79.3,76.5,2007,FALSE,FALSE,TRUE,77.53554502,77.53554502,77.53554502,77.53554502,75,77,73,72
843,2007-11-21,Cyprus,Czech Republic,Europe,Europe,57,9,6.990502657,11.16638544,0,2,UEFA Euro qualification,Nicosia,Cyprus,FALSE,No,Lose,,89,,73.3,,80.8,78.3,82.8,2007,FALSE,FALSE,TRUE,75.5450237,75.5450237,75.5450237,75.5450237,83.507109,83.507109,83.507109,83.507109
844,2007-11-21,Denmark,Iceland,Europe,Europe,29,79,14.18385853,9.126284821,3,0,UEFA Euro qualification,Copenhagen,Denmark,FALSE,No,Win,76,72,80.8,81.3,78.2,72.2,77,70.8,2007,TRUE,FALSE,FALSE,78,77,78,75,71.8957346,71.8957346,71.8957346,71.8957346
845,2007-11-21,Ecuador,Peru,South America,South America,59,61,13.18494767,10.53828564,5,1,FIFA World Cup qualification,Quito,Ecuador,FALSE,No,Win,65,52,70.8,71.3,69.8,69.8,79,64,2007,TRUE,FALSE,FALSE,70,70,68,67,74.88151659,74.88151659,74.88151659,74.88151659
846,2007-11-21,England,Croatia,Europe,Europe,11,10,14.33482132,10.29102195,2,3,UEFA Euro qualification,London,England,FALSE,No,Lose,81,77,87.5,86.7,86.2,77.2,81.3,75.5,2007,FALSE,FALSE,TRUE,85,84,83,82,77,79,73,75
847,2007-11-21,Equatorial Guinea,Niger,Africa,Africa,72,157,4.944755043,12.63399229,1,1,Friendly,Malabo,Equatorial Guinea,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,73.05687204,73.05687204,73.05687204,73.05687204,58.95734597,58.95734597,58.95734597,58.95734597
848,2007-11-21,Georgia,Lithuania,Europe,Europe,71,90,8.502397819,8.077305723,0,2,UEFA Euro qualification,Tbilisi,Georgia,FALSE,No,Lose,,,74.5,67.3,,65.2,70.3,,2007,FALSE,FALSE,TRUE,73.22274882,73.22274882,73.22274882,73.22274882,70.07109005,70.07109005,70.07109005,70.07109005
849,2007-11-21,Germany,Wales,Europe,Europe,5,58,16.63768464,16.95521588,0,0,UEFA Euro qualification,Frankfurt am Main,Germany,FALSE,No,Draw,87,68,85,84,85.2,74.2,76.3,79.5,2007,FALSE,TRUE,FALSE,84,82,80,83,72,77,70,68
850,2007-11-21,Ghana,Benin,Africa,Africa,47,84,12.04238003,9.647618399,4,2,Friendly,Accra,Ghana,FALSE,No,Win,66,55,76.2,74.7,80.8,,,,2007,TRUE,FALSE,FALSE,77.20379147,77.20379147,77.20379147,77.20379147,71.06635071,71.06635071,71.06635071,71.06635071
851,2007-11-21,Hungary,Greece,Europe,Europe,48,14,10.72284133,10.40303584,1,2,UEFA Euro qualification,Budapest,Hungary,FALSE,No,Lose,76,81,70.5,71,73,79,79.3,78.2,2007,FALSE,FALSE,TRUE,68,68,66,67,77,77,78,78
852,2007-11-21,Israel,North Macedonia,Europe,Europe,37,75,14.20605752,13.95642292,1,0,UEFA Euro qualification,Ramat-Gan,Israel,FALSE,No,Win,75,76,,72.3,71.2,73.5,71.3,,2007,TRUE,FALSE,FALSE,78.86255924,78.86255924,78.86255924,78.86255924,72.55924171,72.55924171,72.55924171,72.55924171
853,2007-11-21,Italy,Faroe Islands,Europe,Europe,3,194,13.16423237,16.01227262,3,1,UEFA Euro qualification,Modena,Italy,FALSE,No,Win,91,54,87.5,87,85,,,,2007,TRUE,FALSE,FALSE,85,84,84,84,52.81990521,52.81990521,52.81990521,52.81990521
854,2007-11-21,Jamaica,Guatemala,North America,North America,103,100,11.00709589,11.56381778,2,0,Friendly,Kingston,Jamaica,FALSE,No,Win,58,,69,71,70.8,,,,2007,TRUE,FALSE,FALSE,67.91469194,67.91469194,67.91469194,67.91469194,68.41232227,68.41232227,68.41232227,68.41232227
855,2007-11-21,Malta,Norway,Europe,Europe,137,21,2.91988768,11.37499488,1,4,UEFA Euro qualification,Attard,Malta,FALSE,No,Lose,,74,,,,77,79.3,75.5,2007,FALSE,FALSE,TRUE,62.27488152,62.27488152,62.27488152,62.27488152,75,74,74,73
856,2007-11-21,Morocco,Senegal,Africa,Africa,42,34,5.730201274,7.674153437,3,0,Friendly,횋vry/Bondoufle,France,TRUE,No,Win,75,63,74.2,77.3,71.5,76.8,81.3,74.8,2007,TRUE,FALSE,FALSE,78.03317536,78.03317536,78.03317536,78.03317536,79.36018957,79.36018957,79.36018957,79.36018957
857,2007-11-21,New Caledonia,Fiji,Oceania,Oceania,120,127,7.927811048,1.651988458,4,0,FIFA World Cup qualification,Noum챕a,New Caledonia,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,65.09478673,65.09478673,65.09478673,65.09478673,63.93364929,63.93364929,63.93364929,63.93364929
858,2007-11-21,New Zealand,Vanuatu,Oceania,Oceania,128,131,17.7103021,4.726620441,4,1,FIFA World Cup qualification,Wellington,New Zealand,FALSE,No,Win,60,,66.2,68.3,62.5,,,,2007,TRUE,FALSE,FALSE,63.76777251,63.76777251,63.76777251,63.76777251,63.27014218,63.27014218,63.27014218,63.27014218
859,2007-11-21,Oman,Kenya,Asia,Africa,81,97,4.579540164,6.945709695,2,2,Friendly,Muscat,Oman,FALSE,No,Draw,68,,,,,,,,2007,FALSE,TRUE,FALSE,71.56398104,71.56398104,71.56398104,71.56398104,68.90995261,68.90995261,68.90995261,68.90995261
860,2007-11-21,Panama,Costa Rica,North America,North America,65,66,9.53134333,7.275808747,1,1,Friendly,Panama City,Panama,FALSE,No,Draw,,,,,,66,72,60.8,2007,FALSE,TRUE,FALSE,74.21800948,74.21800948,74.21800948,74.21800948,74.0521327,74.0521327,74.0521327,74.0521327
861,2007-11-21,Portugal,Finland,Europe,Europe,8,44,15.14882093,9.678081688,0,0,UEFA Euro qualification,Porto,Portugal,FALSE,No,Draw,81,79,84,87.3,83.8,77,73.3,75.8,2007,FALSE,TRUE,FALSE,81,78,81,80,74,72,68,69
862,2007-11-21,Qatar,C척te d'Ivoire,Asia,Africa,84,32,3.365608177,7.703471855,1,6,Friendly,Doha,Qatar,FALSE,No,Lose,,67,,,,80.2,83.7,78.5,2007,FALSE,FALSE,TRUE,71.06635071,71.06635071,71.06635071,71.06635071,79.69194313,79.69194313,79.69194313,79.69194313
863,2007-11-21,Romania,Albania,Europe,Europe,12,70,10.82084033,12.01376891,6,1,UEFA Euro qualification,Bucharest,Romania,FALSE,No,Win,74,52,78.2,80.7,75.2,,70.3,72.8,2007,TRUE,FALSE,FALSE,73,74,69,72,73.38862559,73.38862559,73.38862559,73.38862559
864,2007-11-21,San Marino,Slovakia,Europe,Europe,196,50,2.770704746,11.35183503,0,5,UEFA Euro qualification,Serravalle,San Marino,FALSE,No,Lose,,64,,,,72.2,75,75.2,2007,FALSE,FALSE,TRUE,52.48815166,52.48815166,52.48815166,52.48815166,76.70616114,76.70616114,76.70616114,76.70616114
865,2007-11-21,Serbia,Poland,Europe,Europe,27,20,14.4162735,12.27222133,2,2,UEFA Euro qualification,Belgrade,Serbia,FALSE,No,Draw,75,82,81,82,80,73.8,79.7,76,2007,FALSE,TRUE,FALSE,77,77,72,72,74,74,71,68
866,2007-11-21,Slovenia,Bulgaria,Europe,Europe,76,34,15.12244086,14.09568866,0,2,UEFA Euro qualification,Celje,Slovenia,FALSE,No,Lose,71,76,68.2,72.7,69.8,70.2,79.7,76.5,2007,FALSE,FALSE,TRUE,72,71,70,68,74,74,72,62
867,2007-11-21,Spain,Northern Ireland,Europe,Europe,6,36,20.62419288,14.64183709,1,0,UEFA Euro qualification,Las Palmas,Spain,FALSE,No,Win,89,71,85,87.3,86.8,70,70,74,2007,TRUE,FALSE,FALSE,85,85,84,81,69,64,68,65
868,2007-11-21,Sweden,Latvia,Europe,Europe,24,86,11.7592287,11.12693439,2,1,UEFA Euro qualification,Solna,Sweden,FALSE,No,Win,75,,77.5,85.3,79.5,,,,2007,TRUE,FALSE,FALSE,76,77,75,73,70.73459716,70.73459716,70.73459716,70.73459716
869,2007-11-21,Tanzania,Zambia,Africa,Africa,106,60,3.728444122,4.535534759,1,0,Friendly,Dar es Salaam,Tanzania,FALSE,No,Win,,,,,,,72.3,,2007,TRUE,FALSE,FALSE,67.41706161,67.41706161,67.41706161,67.41706161,75.04739336,75.04739336,75.04739336,75.04739336
870,2007-11-21,Turkey,Bosnia and Herzegovina,Europe,Europe,28,48,10.45095348,13.43729414,1,0,UEFA Euro qualification,Istanbul,Turkey,FALSE,No,Win,79,73,75.8,81.3,79.5,64.5,71.7,76.5,2007,TRUE,FALSE,FALSE,79,80,76,74,77.03791469,77.03791469,77.03791469,77.03791469
871,2007-11-21,Ukraine,France,Europe,Europe,22,4,9.8623355,15.77265338,2,2,UEFA Euro qualification,Kyiv,Ukraine,FALSE,No,Draw,79,85,70.2,80.3,76,84.5,87.7,86.2,2007,FALSE,TRUE,FALSE,75,76,73,66,85,86,82,83
872,2007-11-21,United Arab Emirates,Togo,Asia,Africa,97,67,4.128392762,8.241041314,0,5,Friendly,Accra,Ghana,TRUE,No,Lose,,,,,,60.8,73.7,,2007,FALSE,FALSE,TRUE,68.90995261,68.90995261,68.90995261,68.90995261,73.88625592,73.88625592,73.88625592,73.88625592
873,2007-11-21,Uzbekistan,Estonia,Asia,Europe,63,130,7.664247599,8.592473313,0,0,Friendly,Tashkent,Uzbekistan,FALSE,No,Draw,,73,,,,,,,2007,FALSE,TRUE,FALSE,74.54976303,74.54976303,74.54976303,74.54976303,63.43601896,63.43601896,63.43601896,63.43601896
874,2007-11-22,Oman,Kenya,Asia,Africa,81,97,4.579540164,6.945709695,1,1,Friendly,Muscat,Oman,FALSE,No,Draw,68,,,,,,,,2007,FALSE,TRUE,FALSE,71.56398104,71.56398104,71.56398104,71.56398104,68.90995261,68.90995261,68.90995261,68.90995261
875,2007-11-24,Serbia,Kazakhstan,Europe,Europe,30,110,14.4162735,12.48832157,1,0,UEFA Euro qualification,Belgrade,Serbia,FALSE,No,Win,75,,81,82,80,,,,2007,TRUE,FALSE,FALSE,77,77,72,72,66.7535545,66.7535545,66.7535545,66.7535545
876,2007-11-30,Sudan,Eritrea,Africa,Africa,105,126,6.917988052,46.34475575,1,0,Friendly,Omdurman,Sudan,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,67.58293839,67.58293839,67.58293839,67.58293839,64.09952607,64.09952607,64.09952607,64.09952607
877,2007-12-01,Antigua and Barbuda,St. Kitts and Nevis,North America,North America,156,159,12.21097668,10.0087139,2,0,Friendly,St. John's,Antigua and Barbuda,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,59.12322275,59.12322275,59.12322275,59.12322275,58.62559242,58.62559242,58.62559242,58.62559242
878,2007-12-02,Guinea-Bissau,Sierra Leone,Africa,Africa,181,155,4.987327017,12.56308897,2,0,Am챠lcar Cabral Cup,Bissau,Guinea-Bissau,FALSE,No,Win,,,,,,,64.3,,2007,TRUE,FALSE,FALSE,54.97630332,54.97630332,54.97630332,54.97630332,59.28909953,59.28909953,59.28909953,59.28909953
879,2007-12-03,Cabo Verde,Gambia,Africa,Africa,112,111,13.52324105,13.31704297,0,0,Am챠lcar Cabral Cup,Bissau,Guinea-Bissau,TRUE,No,Draw,,68,68.8,73.7,,,58.3,60.5,2007,FALSE,TRUE,FALSE,66.42180095,66.42180095,66.42180095,66.42180095,66.58767773,66.58767773,66.58767773,66.58767773
880,2007-12-03,Sudan,Eritrea,Africa,Africa,105,126,6.917988052,46.34475575,1,0,Friendly,Omdurman,Sudan,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,67.58293839,67.58293839,67.58293839,67.58293839,64.09952607,64.09952607,64.09952607,64.09952607
881,2007-12-07,Guinea-Bissau,Cabo Verde,Africa,Africa,181,112,4.987327017,11.552546,1,1,Am챠lcar Cabral Cup,Bissau,Guinea-Bissau,FALSE,No,Draw,,,,,,68.8,73.7,,2007,FALSE,TRUE,FALSE,54.97630332,54.97630332,54.97630332,54.97630332,66.42180095,66.42180095,66.42180095,66.42180095
882,2007-12-08,Tanzania,Kenya,Africa,Africa,103,100,3.728444122,6.945709695,2,1,CECAFA Cup,Dar es Salaam,Tanzania,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,67.91469194,67.91469194,67.91469194,67.91469194,68.41232227,68.41232227,68.41232227,68.41232227
883,2007-12-09,Rwanda,Eritrea,Africa,Africa,119,126,4.731625275,46.34475575,2,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,65.26066351,65.26066351,65.26066351,65.26066351,64.09952607,64.09952607,64.09952607,64.09952607
884,2007-12-09,Uganda,Djibouti,Africa,Africa,94,175,6.481918368,21.04608658,7,0,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,69.40758294,69.40758294,69.40758294,69.40758294,55.97156398,55.97156398,55.97156398,55.97156398
885,2007-12-10,Somalia,Burundi,Africa,Africa,194,116,2.981307398,8.446763254,0,3,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,52.81990521,52.81990521,52.81990521,52.81990521,65.75829384,65.75829384,65.75829384,65.75829384
886,2007-12-11,Djibouti,Eritrea,Africa,Africa,175,126,0.933269027,46.34475575,2,3,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,55.97156398,55.97156398,55.97156398,55.97156398,64.09952607,64.09952607,64.09952607,64.09952607
887,2007-12-11,Oman,Jordan,Asia,Asia,76,122,4.579540164,5.413464549,0,3,Friendly,Muscat,Oman,FALSE,No,Lose,68,,,,,,,,2007,FALSE,FALSE,TRUE,72.39336493,72.39336493,72.39336493,72.39336493,64.76303318,64.76303318,64.76303318,64.76303318
888,2007-12-11,Rwanda,Uganda,Africa,Africa,119,94,4.731625275,4.045984623,0,2,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,65.26066351,65.26066351,65.26066351,65.26066351,69.40758294,69.40758294,69.40758294,69.40758294
889,2007-12-12,Kenya,Burundi,Africa,Africa,100,116,4.148228679,8.446763254,0,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,68.41232227,68.41232227,68.41232227,68.41232227,65.75829384,65.75829384,65.75829384,65.75829384
890,2007-12-12,Tanzania,Somalia,Africa,Africa,103,194,3.728444122,18.62604851,1,0,CECAFA Cup,Dar es Salaam,Tanzania,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,67.91469194,67.91469194,67.91469194,67.91469194,52.81990521,52.81990521,52.81990521,52.81990521
891,2007-12-13,Djibouti,Rwanda,Africa,Africa,175,119,0.933269027,8.307791889,0,9,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,55.97156398,55.97156398,55.97156398,55.97156398,65.26066351,65.26066351,65.26066351,65.26066351
892,2007-12-14,Bermuda,St. Kitts and Nevis,North America,North America,138,159,8.026068059,10.0087139,1,2,Friendly,Hamilton,Bermuda,FALSE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,62.10900474,62.10900474,62.10900474,62.10900474,58.62559242,58.62559242,58.62559242,58.62559242
893,2007-12-14,Eritrea,Uganda,Africa,Africa,126,94,6.057321025,4.045984623,3,2,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,64.09952607,64.09952607,64.09952607,64.09952607,69.40758294,69.40758294,69.40758294,69.40758294
894,2007-12-14,Kenya,Somalia,Africa,Africa,100,194,4.148228679,18.62604851,2,0,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,68.41232227,68.41232227,68.41232227,68.41232227,52.81990521,52.81990521,52.81990521,52.81990521
895,2007-12-15,Ethiopia,Sudan,Africa,Africa,108,105,4.336990899,5.550890591,0,0,CECAFA Cup,Arusha,Tanzania,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,67.08530806,67.08530806,67.08530806,67.08530806,67.58293839,67.58293839,67.58293839,67.58293839
896,2007-12-15,Tanzania,Burundi,Africa,Africa,103,116,3.728444122,8.446763254,0,0,CECAFA Cup,Dar es Salaam,Tanzania,FALSE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,67.91469194,67.91469194,67.91469194,67.91469194,65.75829384,65.75829384,65.75829384,65.75829384
897,2007-12-16,Bermuda,St. Kitts and Nevis,North America,North America,138,159,8.026068059,10.0087139,4,2,Friendly,Hamilton,Bermuda,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,62.10900474,62.10900474,62.10900474,62.10900474,58.62559242,58.62559242,58.62559242,58.62559242
898,2007-12-16,Oman,Tajikistan,Asia,Asia,76,135,4.579540164,8.86140015,4,2,Friendly,Muscat,Oman,FALSE,No,Win,68,,,,,,,,2007,TRUE,FALSE,FALSE,72.39336493,72.39336493,72.39336493,72.39336493,62.60663507,62.60663507,62.60663507,62.60663507
899,2007-12-17,Burundi,Eritrea,Africa,Africa,109,132,6.076526135,46.34475575,2,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,66.91943128,66.91943128,66.91943128,66.91943128,63.1042654,63.1042654,63.1042654,63.1042654
900,2007-12-17,Tanzania,Sudan,Africa,Africa,89,92,3.728444122,5.550890591,1,2,CECAFA Cup,Dar es Salaam,Tanzania,FALSE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,70.23696682,70.23696682,70.23696682,70.23696682,69.73933649,69.73933649,69.73933649,69.73933649
901,2007-12-18,Uganda,Kenya,Africa,Africa,76,110,6.481918368,6.945709695,1,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,72.39336493,72.39336493,72.39336493,72.39336493,66.7535545,66.7535545,66.7535545,66.7535545
902,2007-12-19,Burundi,Sudan,Africa,Africa,109,92,6.076526135,5.550890591,1,2,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,66.91943128,66.91943128,66.91943128,66.91943128,69.73933649,69.73933649,69.73933649,69.73933649
903,2007-12-20,Uganda,Rwanda,Africa,Africa,76,99,6.481918368,8.307791889,0,1,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,72.39336493,72.39336493,72.39336493,72.39336493,68.57819905,68.57819905,68.57819905,68.57819905
904,2007-12-22,Burundi,Uganda,Africa,Africa,109,76,6.076526135,4.045984623,0,2,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Lose,,,,,,,,,2007,FALSE,FALSE,TRUE,66.91943128,66.91943128,66.91943128,66.91943128,72.39336493,72.39336493,72.39336493,72.39336493
905,2007-12-22,Sudan,Rwanda,Africa,Africa,92,99,6.917988052,8.307791889,2,2,CECAFA Cup,Dar es Salaam,Tanzania,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,69.73933649,69.73933649,69.73933649,69.73933649,68.57819905,68.57819905,68.57819905,68.57819905
906,2007-12-22,Thailand,Uzbekistan,Asia,Asia,121,64,2.915114198,6.855364991,3,2,King's Cup,Bangkok,Thailand,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,64.92890995,64.92890995,64.92890995,64.92890995,74.38388626,74.38388626,74.38388626,74.38388626
907,2007-12-23,Gambia,Sierra Leone,Africa,Africa,117,156,8.324495777,12.56308897,2,1,Friendly,Bakau,Gambia,FALSE,No,Win,68,,,58.3,60.5,,64.3,,2007,TRUE,FALSE,FALSE,65.59241706,65.59241706,65.59241706,65.59241706,59.12322275,59.12322275,59.12322275,59.12322275
908,2007-12-24,Korea DPR,Uzbekistan,Asia,Asia,115,64,10.34955269,6.855364991,2,2,King's Cup,Bangkok,Thailand,TRUE,No,Draw,,,,,,,,,2007,FALSE,TRUE,FALSE,65.92417062,65.92417062,65.92417062,65.92417062,74.38388626,74.38388626,74.38388626,74.38388626
909,2007-12-26,Thailand,Korea DPR,Asia,Asia,121,115,2.915114198,7.034100978,1,0,King's Cup,Bangkok,Thailand,FALSE,No,Win,,,,,,,,,2007,TRUE,FALSE,FALSE,64.92890995,64.92890995,64.92890995,64.92890995,65.92417062,65.92417062,65.92417062,65.92417062
910,2008-01-02,Kuwait,Lebanon,Asia,Asia,119,134,5.226675974,7.20193732,3,2,Friendly,Salmiya,Kuwait,FALSE,No,Win,,,,,,,,,2008,TRUE,FALSE,FALSE,65.26066351,65.26066351,65.26066351,65.26066351,62.77251185,62.77251185,62.77251185,62.77251185
911,2008-01-05,Egypt,Namibia,Africa,Africa,39,114,7.954774359,7.396216292,3,0,Friendly,Aswan,Egypt,FALSE,No,Win,67,,,77.7,,,,,2008,TRUE,FALSE,FALSE,78.53080569,78.53080569,78.53080569,78.53080569,66.09004739,66.09004739,66.09004739,66.09004739
912,2008-01-06,Tunisia,Zambia,Africa,Africa,47,65,9.178308409,4.594552543,1,2,Friendly,Rad챔s,Tunisia,FALSE,No,Lose,,,72.8,70.7,70.2,,72.3,,2008,FALSE,FALSE,TRUE,77.20379147,77.20379147,77.20379147,77.20379147,74.21800948,74.21800948,74.21800948,74.21800948
913,2008-01-08,Tunisia,Zambia,Africa,Africa,47,65,9.178308409,4.594552543,1,0,Friendly,Rad챔s,Tunisia,FALSE,No,Win,,,72.8,70.7,70.2,,72.3,,2008,TRUE,FALSE,FALSE,77.20379147,77.20379147,77.20379147,77.20379147,74.21800948,74.21800948,74.21800948,74.21800948
